"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@RodneyDavis @DEAHQ @RodneyDavis: ""Pay no attention to the fact that I took corporate bribes from the opioid indust… https://t.co/ZgDzoCS0LX",FALSE,5,"RodneyDavis",2019-04-25 01:02:32,TRUE,"1121187061267161088","1121217895575511040","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",0,FALSE,FALSE,NA,NA
"@_GreatBike_ @RodneyDavis Wonder if he prescreened his constituents to make sure that they supported him, especially for a photo op?",FALSE,4,"_GreatBike_",2019-04-25 00:59:14,FALSE,"1121211854896939010","1121217067909173248","93801030","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riverliffie",0,FALSE,FALSE,NA,NA
"@donny_moscow @RodneyDavis They have socialized medicine, Medicare.",FALSE,0,"donny_moscow",2019-04-25 00:56:55,FALSE,"1121213619134500864","1121216485429403648","945824641343467520","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4theturnstiles",0,FALSE,FALSE,NA,NA
"@Jrock08 @RodneyDavis In a town of 47 people.",FALSE,0,"Jrock08",2019-04-25 00:55:54,FALSE,"1121117035306606593","1121216227420934144","18966291","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4theturnstiles",0,FALSE,FALSE,NA,NA
"@RodneyDavis I'm gonna guess 1/2 of those people thought they were going to Golden Corral.",FALSE,4,"RodneyDavis",2019-04-25 00:55:14,FALSE,"1121107519357714433","1121216058201796608","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4theturnstiles",0,FALSE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis @DEAHQ The Champaign police department has a bin in their lobby all year long, i am surprised that has no…",FALSE,0,NA,2019-04-25 00:51:43,FALSE,NA,"1121215176072736768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,TRUE,FALSE,NA,NA
"RT @CindyMundell: @CU_Indivisible @_GreatBike_ @RodneyDavis @RepUnderwood @LaurenUnderwood held open office hours on Saturday to accommodat…",FALSE,0,NA,2019-04-25 00:50:48,FALSE,NA,"1121214942818992128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",3,TRUE,FALSE,NA,NA
"@CU_Indivisible @_GreatBike_ @RodneyDavis @RepUnderwood @LaurenUnderwood held open office hours on Saturday to acco… https://t.co/2cqtRNm068",FALSE,9,"CU_Indivisible",2019-04-25 00:49:14,TRUE,"1121125643608047617","1121214550722981893","820009466800340992","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",3,FALSE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis @RodneyDavis, you can arrange the chairs to look like a town hall, but meeting with 10 people that agree with…",FALSE,0,NA,2019-04-25 00:48:10,FALSE,NA,"1121214280689422336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",5,TRUE,FALSE,NA,NA
"@RodneyDavis @DEAHQ The Champaign police department has a bin in their lobby all year long, i am surprised that has… https://t.co/tddL46y37Q",FALSE,6,"RodneyDavis",2019-04-25 00:47:54,TRUE,"1121187061267161088","1121214216071983104","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",2,FALSE,FALSE,NA,NA
"RT @RodneyDavis: This Saturday, @DEAHQ will hold its 17th National Prescription Drug Take Back Day. This is a safe, convenient, and respons…",FALSE,0,NA,2019-04-25 00:45:42,FALSE,NA,"1121213661190684672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Todd_Henricks",4,TRUE,FALSE,NA,NA
"@RodneyDavis Those people look like they need healthcare.",FALSE,2,"RodneyDavis",2019-04-25 00:45:32,FALSE,"1121107519357714433","1121213619134500864","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","donny_moscow",0,FALSE,FALSE,NA,NA
"@RodneyDavis Just several questions:
1. How many of your constituents do you see per month?
2 How many of your cons… https://t.co/y47MpwddK3",FALSE,2,"RodneyDavis",2019-04-25 00:43:14,TRUE,"1121107519357714433","1121213038671958016","993153006","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riverliffie",0,FALSE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis @RodneyDavis, you can arrange the chairs to look like a town hall, but meeting with 10 people that agree with…",FALSE,0,NA,2019-04-25 00:39:42,FALSE,NA,"1121212149748109312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aprairiesong",5,TRUE,FALSE,NA,NA
"@RodneyDavis Note that @RodneyDavis is sitting on the desk so that he can look down on #IL13 voters while talking at them.",FALSE,6,"RodneyDavis",2019-04-25 00:38:31,FALSE,"1121107519357714433","1121211854896939010","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,FALSE,FALSE,NA,NA
"@CU_Indivisible @_GreatBike_ @RodneyDavis And for his next town hall, Rodney will speak to 5 MAGA hats and a MyPillow...",FALSE,7,"CU_Indivisible",2019-04-25 00:27:23,FALSE,"1121125643608047617","1121209050534903808","820009466800340992","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thomasjwhitt",0,FALSE,FALSE,NA,NA
"RT @IgnitedIl: @Foster4Congress @RepLipinski @RodneyDavis @RepBobbyRush @RepSchneider @CheriBustos @RepDannyDavis @janschakowsky @RepMikeQu…",FALSE,0,NA,2019-04-25 00:20:20,FALSE,NA,"1121207275077685254",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ResearchAffirm",2,TRUE,FALSE,NA,NA
"@Foster4Congress @RepLipinski @RodneyDavis @RepBobbyRush @RepSchneider @CheriBustos @RepDannyDavis @janschakowsky… https://t.co/D7oQHL1AQd",FALSE,0,"Foster4Congress",2019-04-25 00:04:59,TRUE,NA,"1121203413251973122","188403766","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IgnitedIl",2,FALSE,FALSE,NA,NA
"RT @_GreatBike_: Is @RodneyDavis likeable enough? #IL13 #IL13isWatching",FALSE,0,NA,2019-04-25 00:01:41,FALSE,NA,"1121202584608489473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",8,TRUE,FALSE,NA,NA
"@RodneyDavis @DEAHQ When is National useless toady GOP Representative Take Back Day?",FALSE,3,"RodneyDavis",2019-04-25 00:00:46,FALSE,"1121187061267161088","1121202351065272320","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mesosuchus",0,FALSE,FALSE,NA,NA
"@ispeelmiph @_GreatBike_ @RodneyDavis Rodney's ""open office hours"" = just another photo op.

How does this do him a… https://t.co/jkz59i5JKT",FALSE,2,"ispeelmiph",2019-04-24 23:59:02,TRUE,"1121150649964560384","1121201917613543424","817027335425814529","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MichaelLillich",0,FALSE,FALSE,NA,NA
"RT @DrSPff: @RodneyDavis @DEAHQ Walgreens has a bin that’s free everyday of the week.
When is the last time you actually picked up a prescr…",FALSE,0,NA,2019-04-24 23:58:54,FALSE,NA,"1121201884281364480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leona1970",1,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: @RodneyDavis You ever notice how the only people that make it to these are white people that appear to be of retirement…",FALSE,0,NA,2019-04-24 23:47:31,FALSE,NA,"1121199016488861696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"@CU_Indivisible @_GreatBike_ @RodneyDavis 👏 sarcastically",FALSE,3,"CU_Indivisible",2019-04-24 23:47:26,FALSE,"1121125643608047617","1121198995995598849","820009466800340992","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goon1030",0,FALSE,FALSE,NA,NA
"RT @janafairow: @RodneyDavis How are these “open office hours” advertised? I never know about them until he tweets the pictures afterwards.",FALSE,0,NA,2019-04-24 23:47:17,FALSE,NA,"1121198959769325568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @ispeelmiph: @RodneyDavis I’ve attended one of these, arrived early to sign up but it was really just a waste of time. I was ready with…",FALSE,0,NA,2019-04-24 23:47:09,FALSE,NA,"1121198924746899456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @suzee_Q: @RodneyDavis Guys—look!! More than 5 people in a room. At the same time. Proving that Rod’s arbitrary rules for meetings are j…",FALSE,0,NA,2019-04-24 23:46:55,FALSE,NA,"1121198869042421760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @SLPMedicare4All: @RodneyDavis That is 2 hours south of us here in Urbana. Could u perhaps visit closer? Your lack of flexibility in rel…",FALSE,0,NA,2019-04-24 23:46:45,FALSE,NA,"1121198823630675968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @FactsRGood: @RodneyDavis When will you have one closer to CU or Bloomington? It’s been a long time since that happened and I do not fee…",FALSE,0,NA,2019-04-24 23:46:33,FALSE,NA,"1121198774557315073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis Yup, you represent ALL of us whether you like it or not, you begged for this job (and barely won your ree…",FALSE,0,NA,2019-04-24 23:46:25,FALSE,NA,"1121198740235333638",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"@RodneyDavis @DEAHQ Walgreens has a bin that’s free everyday of the week.
When is the last time you actually picked up a prescription?",FALSE,3,"RodneyDavis",2019-04-24 23:46:22,FALSE,"1121187061267161088","1121198729132900354","993153006","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DrSPff",1,FALSE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis @RodneyDavis, you can arrange the chairs to look like a town hall, but meeting with 10 people that agree with…",FALSE,0,NA,2019-04-24 23:46:17,FALSE,NA,"1121198707456774145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goon1030",5,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis This is great, now do this in larger areas within your district, this looks like a large group and you lo…",FALSE,0,NA,2019-04-24 23:46:14,FALSE,NA,"1121198693498216450",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",4,TRUE,FALSE,NA,NA
"@RodneyDavis @RodneyDavis, you can arrange the chairs to look like a town hall, but meeting with 10 people that agr… https://t.co/cJYoBX3fT5",FALSE,16,"RodneyDavis",2019-04-24 23:44:32,TRUE,"1121107519357714433","1121198266459336705","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",5,FALSE,FALSE,NA,NA
"RT @Hineni_CU: Hey, @RodneyDavis, even a Disney thinks your tax giveaway last year stinks!  https://t.co/TfCvDxFH2N",FALSE,0,NA,2019-04-24 23:33:31,FALSE,NA,"1121195494145966085",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @RodneyDavis: This Saturday, @DEAHQ will hold its 17th National Prescription Drug Take Back Day. This is a safe, convenient, and respons…",FALSE,0,NA,2019-04-24 23:27:52,FALSE,NA,"1121194075292614658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JebLadat",4,TRUE,FALSE,NA,NA
"@RodneyDavis @DEAHQ It’s really weird how the nearest one is 22 miles away from me. 🤷🏻‍♀️ https://t.co/n05wEq0iTj",FALSE,1,"RodneyDavis",2019-04-24 23:25:16,FALSE,"1121187061267161088","1121193417147650050","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","suzee_Q",0,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-24 23:12:36,FALSE,NA,"1121190229715636233",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RealSJB",13,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis This is great, now do this in larger areas within your district, this looks like a large group and you lo…",FALSE,0,NA,2019-04-24 23:00:11,FALSE,NA,"1121187107484131328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FranksUpperLip",4,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis This is great, now do this in larger areas within your district, this looks like a large group and you lo…",FALSE,0,NA,2019-04-24 22:58:58,FALSE,NA,"1121186802033995776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abes_chin",4,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: How to attend @RodneyDavis' open office hours in 3 easy steps:

1. Be white
2. Live at least an hour away from anywhere…",FALSE,0,NA,2019-04-24 22:47:47,FALSE,NA,"1121183987219730433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ecourtem",2,TRUE,FALSE,NA,NA
"RT @hockeyhoose15: @osborncorrie @RodneyDavis Because, of course. Davis needs to find a new career.",FALSE,0,NA,2019-04-24 22:41:23,FALSE,NA,"1121182374694391813",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",1,TRUE,FALSE,NA,NA
"RT @osborncorrie: @RodneyDavis https://t.co/c6NzsI20hK",FALSE,0,NA,2019-04-24 22:41:17,FALSE,NA,"1121182351776677888",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",2,TRUE,FALSE,NA,NA
"@RodneyDavis Lol, how ridiculous.",FALSE,1,"RodneyDavis",2019-04-24 22:39:30,FALSE,"1121107519357714433","1121181900557770753","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DailyLibber",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: I was glad to advocate for them to keep this service after the State Department announced it would end it and also help Se…",FALSE,0,NA,2019-04-24 22:18:53,FALSE,NA,"1121176713071927298",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Todd_Henricks",2,TRUE,FALSE,NA,NA
"RT @RodneyDavis: I stopped by the Piatt County Circuit Clerk’s office yesterday to celebrate the State Department’s decision to allow them…",FALSE,0,NA,2019-04-24 22:18:49,FALSE,NA,"1121176697607471107",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Todd_Henricks",3,TRUE,FALSE,NA,NA
"@RodneyDavis SOP for RD’s “open office hours.” Ge several constituents together in a room, talk over them, soliloqu… https://t.co/diQY2cjdTj",FALSE,4,"RodneyDavis",2019-04-24 22:18:09,TRUE,"1121107519357714433","1121176526437928963","993153006","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MichaelLillich",0,FALSE,FALSE,NA,NA
"@CU_Indivisible @RodneyDavis @ElectRodney Right?!  Or be old, white business owner who donates to his campaign.",FALSE,1,"CU_Indivisible",2019-04-24 21:47:51,FALSE,"1121143755564888064","1121168901889560578","820009466800340992","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DebMoCu",0,FALSE,FALSE,NA,NA
"@osborncorrie @RodneyDavis Because, of course. Davis needs to find a new career.",FALSE,4,"osborncorrie",2019-04-24 21:43:57,FALSE,"1121167077736353792","1121167923253579778","2911161098","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hockeyhoose15",1,FALSE,FALSE,NA,NA
"RT @CU_Indivisible: Look, it's @RodneyDavis pretending he's representing all of us by holding ""open"" office hours during the workday for a…",FALSE,0,NA,2019-04-24 21:41:04,FALSE,NA,"1121167194841284609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",13,TRUE,FALSE,NA,NA
"@RodneyDavis https://t.co/c6NzsI20hK",FALSE,4,"RodneyDavis",2019-04-24 21:40:36,FALSE,"1121107519357714433","1121167077736353792","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osborncorrie",2,FALSE,FALSE,NA,NA
"@RodneyDavis Yup, you represent ALL of us whether you like it or not, you begged for this job (and barely won your… https://t.co/L1VYPN10Ta",FALSE,7,"funnygirlescope",2019-04-24 21:39:27,TRUE,"1121166188057436167","1121166789172396033","16701609","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",1,FALSE,FALSE,NA,NA
"@RodneyDavis This is great, now do this in larger areas within your district, this looks like a large group and you… https://t.co/SVDmekoVz3",FALSE,7,"RodneyDavis",2019-04-24 21:37:04,TRUE,"1121107519357714433","1121166188057436167","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",4,FALSE,FALSE,NA,NA
"RT @Hineni_CU: .@BetsyforIL , when running against @RodneyDavis last fall, held a town hall in every county in IL-13 in the space of a few…",FALSE,0,NA,2019-04-24 21:33:16,FALSE,NA,"1121165234109079553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",4,TRUE,FALSE,NA,NA
"I just delivered this letter from Michael in Mt Zion, Ill. to @SenatorDurbin, @RodneyDavis and @SenDuckworth… https://t.co/J4FuLEb0ju",FALSE,0,NA,2019-04-24 21:28:20,TRUE,NA,"1121163989751222272",NA,"<a href=""http://resist.bot"" rel=""nofollow"">Resistbot Open Letters</a>","openletterbot",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: On Tuesday, I met with Beautycounter representatives Cory and Elaine in my Normal office. I appreciate their advocacy for…",FALSE,0,NA,2019-04-24 21:09:34,FALSE,NA,"1121159270865809417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JebLadat",2,TRUE,FALSE,NA,NA
"RT @Hineni_CU: .@BetsyforIL , when running against @RodneyDavis last fall, held a town hall in every county in IL-13 in the space of a few…",FALSE,0,NA,2019-04-24 21:07:57,FALSE,NA,"1121158860658618371",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",4,TRUE,FALSE,NA,NA
